"","GTEX.117XS.0526.SM.5987Q","GTEX.11DXY.0426.SM.5H12R","GTEX.11EQ8.0826.SM.5N9FG","GTEX.11EQ9.0626.SM.5A5K1","GTEX.11GSO.0626.SM.5A5LW","GTEX.1211K.0726.SM.5FQUW","GTEX.131XF.1826.SM.5EGKG","GTEX.131YS.0726.SM.5P9G9","GTEX.132NY.1026.SM.5P9IY","GTEX.13O21.2226.SM.5MR3L","GTEX.13O3P.0726.SM.5J2OM","GTEX.R55E.0826.SM.2TC5M","GTEX.TKQ1.0126.SM.33HB3","GTEX.WOFL.0726.SM.3MJG4","GTEX.WYBS.1926.SM.3NM8N","GTEX.YFCO.0326.SM.4W1ZP","GTEX.ZE7O.1126.SM.57WC8","GTEX.ZLWG.0526.SM.4WWFB","GTEX.ZPCL.0126.SM.4WWC8","GTEX.ZZ64.0126.SM.5GZXA"
"ENSG00000125508",24,28,5,8,31,6,18,59,37,27,8,12,25,15,14,6,14,8,12,12
"ENSG00000125531",37,25,57,16,4,16,11,68,24,19,30,12,16,22,70,62,57,22,39,12
"ENSG00000130589",2410,1603,2863,2219,2398,1883,1568,4332,4893,2228,2682,2922,2893,2998,4140,1439,1724,2454,2424,2354
"ENSG00000101216",2553,1624,3294,3693,3079,3343,2550,3715,4609,4296,4357,2344,6045,3319,3894,5577,1700,4121,3730,3882
"ENSG00000232442",2144,1685,2094,1640,3454,1452,1468,4265,4026,2482,2428,1751,2606,4230,4123,4409,1865,1757,1578,1508
"ENSG00000197457",5875,5666,5983,4490,14539,5887,3758,10723,8803,5591,5872,9232,8149,8349,12082,7003,5559,4947,5872,5419
"ENSG00000258366",2752,4104,3391,7060,5311,2698,3236,6524,5910,6632,5582,2487,6752,8098,7391,5430,2410,5308,3946,4756
"ENSG00000243509",452,486,834,967,983,479,495,1060,1051,945,1505,324,1349,2294,834,1590,584,1660,662,671
"ENSG00000101246",1787,2413,1239,3213,2593,2162,1596,3350,2887,2720,2424,2865,3409,3528,4409,3790,2244,3661,3228,2431
"ENSG00000197114",1557,2100,2837,3309,2003,2066,1845,3479,3281,2644,2564,1551,3498,3152,2680,2628,1512,2737,2509,2035
"ENSG00000203896",1486,1779,5661,2241,2139,1616,1497,4302,3554,1781,2455,1447,2744,3020,1845,2637,1467,1180,1495,997
"ENSG00000125520",2639,4928,3186,3643,4501,3809,2852,6719,5738,3279,2249,4884,3466,5906,7076,4824,3332,3838,3355,2429
"ENSG00000130584",1271,1842,3539,2736,2932,2405,1921,3226,2748,2782,2474,1831,4068,3392,3094,3294,1400,3031,2105,2842
"ENSG00000231208",0,2,0,0,0,2,2,6,1,1,0,2,4,3,1,1,0,8,1,0
"ENSG00000269223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183260",364,323,300,323,647,234,199,794,545,446,281,281,378,302,473,589,274,463,436,326
"ENSG00000101150",4201,5644,8174,7739,5546,5968,3918,6556,6205,5960,5271,5818,9617,8528,9820,7770,5139,7145,6528,6241
"ENSG00000101152",3983,4922,6869,8533,6184,7208,4856,7068,8059,7987,6063,5702,11005,6184,12748,11222,3891,11163,8538,8586
"ENSG00000199805",0,0,0,2,1,0,0,0,0,0,2,1,0,0,2,0,2,0,0,1
"ENSG00000216141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000216195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215946",4,1,0,0,1,0,0,3,1,0,0,0,0,1,2,2,1,2,0,0
"ENSG00000198276",4381,5746,5565,6082,4562,2900,3355,6667,6819,4457,5345,3305,5778,6108,6953,5904,3367,4672,3694,4010
"ENSG00000207554",17,24,12,24,17,17,15,30,30,18,30,9,35,19,18,20,17,18,13,11
"ENSG00000267848",15,25,58,48,4,30,32,26,22,22,31,4,52,13,17,13,9,32,25,20
"ENSG00000196700",4047,4711,3160,8406,8328,6537,6620,8059,8341,7896,6117,5051,9657,7432,6592,7385,2446,7540,5732,7083
"ENSG00000130590",394,444,391,374,521,263,248,852,558,434,382,466,445,511,722,708,339,369,297,231
"ENSG00000101161",4256,5454,5199,7409,6271,7239,4707,8204,4788,6366,3926,6737,9809,4776,7211,5461,3683,7795,6229,6334
"ENSG00000196421",78,114,382,160,205,143,130,338,177,171,188,164,238,282,65,221,122,120,117,120
"ENSG00000203883",1193,1267,1129,2909,416,1349,2639,2574,2945,3244,1574,2521,2463,3454,1023,5212,1827,8142,3929,1603
"ENSG00000171703",2626,2939,4804,3055,3882,3247,2442,4893,3062,2940,2614,3285,3827,3463,4054,4406,2905,3213,2734,2632
"ENSG00000237371",4,14,5,16,5,5,1,24,10,7,14,25,18,13,4,4,21,7,11,11
"ENSG00000171700",272,387,651,730,225,314,386,953,674,454,419,397,634,745,469,894,452,918,1037,390
"ENSG00000125510",65,83,344,104,59,29,54,257,134,101,61,103,93,104,64,123,85,74,172,64
"ENSG00000171695",7,4,3,2,1,0,0,12,10,0,2,4,1,7,0,7,2,4,12,2
"ENSG00000125522",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000196132",146,94,138,115,130,51,119,258,268,244,21,132,178,60,114,136,36,122,198,88
"ENSG00000203880",3565,4208,9299,4427,2775,2305,2353,6800,4386,3834,5062,3829,5426,4628,5295,5395,4018,4254,3599,2271
"ENSG00000232852",2,0,4,1,0,3,0,2,2,6,6,1,3,4,2,0,0,0,0,0
"ENSG00000149656",3,1,11,0,0,4,0,2,0,1,11,2,10,0,14,2,1,4,1,1
"ENSG00000238411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264462",11,1,13,1,1,1,26,9,28,9,6,5,0,16,1,19,8,20,14,4
"ENSG00000264063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188681",67,193,1304,317,339,238,195,264,1467,85,961,258,311,381,295,137,137,48,450,387
"ENSG00000239179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000239107",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000263839",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"ENSG00000264002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270533",0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
"ENSG00000169861",0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000166157",2,0,16,1,2,0,0,0,2,0,2,0,0,0,2,3,2,0,0,0
"ENSG00000227691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000187172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"ENSG00000231962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271308",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000234643",0,1,2,0,0,0,2,0,0,2,0,2,2,0,3,0,0,2,0,0
"ENSG00000229306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000207097",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000168122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000237202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175302",0,0,0,0,15,0,2,0,0,0,1,2,0,0,0,2,2,0,2,0
"ENSG00000266211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228184",0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000179381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000218549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000166351",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000207476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000269011",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000229231",0,1,0,1,0,1,0,0,0,7,0,0,0,0,1,4,0,0,3,0
"ENSG00000224922",0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173231",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000232797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228314",274,60,82,152,156,38,252,594,205,162,327,105,189,390,65,526,75,114,143,35
"ENSG00000230965",14,3,0,4,2,0,2,9,3,7,4,2,6,5,1,0,0,0,0,0
"ENSG00000215559",53,18,3,27,23,12,18,51,54,35,53,23,46,16,1,26,12,9,29,14
"ENSG00000203616",5,1,1,4,4,0,2,2,3,2,7,7,3,0,0,3,1,1,0,0
"ENSG00000223287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224905",15,49,2,29,3,8,11,20,29,8,6,14,9,28,26,20,43,27,11,6
"ENSG00000249493",5,1,0,0,1,2,2,12,7,2,0,0,1,0,0,0,0,0,0,0
"ENSG00000201812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188992",129,89,50,89,4,7,9,138,395,199,69,25,62,19,190,224,71,59,176,6
"ENSG00000185272",257,174,156,299,328,156,134,289,482,291,283,112,506,328,365,384,174,286,202,269
"ENSG00000243064",0,15,4,8,0,0,0,16,4,0,2,4,2,24,2,0,0,4,14,0
"ENSG00000155304",919,1422,994,1468,857,1148,1007,1027,1481,1108,750,1012,2173,1129,1204,1679,980,1558,1310,1472
"ENSG00000155307",146,91,221,163,15,50,139,296,160,117,227,30,363,427,339,77,259,392,144,138
"ENSG00000223662",0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,3,0,0,0
"ENSG00000243440",0,2,2,0,0,0,5,3,0,1,4,1,0,0,0,0,1,2,0,0
"ENSG00000232884",0,6,70,1,2,1,13,22,0,2,4,0,0,0,2,2,10,1,0,2
"ENSG00000228600",0,0,5,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000226751",0,6,6,2,0,0,11,14,1,4,3,0,2,4,3,6,1,5,0,6
"ENSG00000225502",0,2,4,2,0,2,0,1,0,0,2,0,2,0,2,0,0,0,0,2
"ENSG00000235609",94,109,427,108,71,59,35,91,92,85,169,130,148,129,142,163,103,103,114,96
"ENSG00000226406",0,0,0,0,0,0,2,0,2,4,5,0,0,0,0,1,2,0,0,0
"ENSG00000235277",0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"ENSG00000180530",929,1196,775,1502,498,943,999,1128,792,1524,1169,736,2024,1038,938,906,934,1674,1125,1656
"ENSG00000231201",0,0,0,0,0,1,4,3,2,0,1,0,1,2,0,1,0,0,0,0
"ENSG00000236471",0,3,1,0,3,2,0,1,0,5,0,1,3,2,0,3,0,2,1,0
"ENSG00000229425",2,4,0,1,0,2,1,7,4,2,0,0,2,0,0,0,0,2,0,0
"ENSG00000224524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226298",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000238591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000155313",2098,2516,3472,3013,2772,2028,1750,2923,2245,2584,2617,1975,4885,2957,3592,3086,2576,3328,2745,3029
"ENSG00000234159",0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,2,0
"ENSG00000252273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215386",560,842,304,730,755,399,471,655,881,811,402,345,913,685,773,635,601,800,493,890
"ENSG00000214976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224602",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270071",0,9,0,5,0,2,0,1,0,0,8,1,2,1,0,1,1,4,0,2
"ENSG00000270139",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000269950",2,4,0,2,0,2,1,6,10,3,0,0,2,0,0,4,6,5,0,1
"ENSG00000207863",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228798",61,73,182,69,33,31,53,54,95,59,47,40,90,46,50,97,82,39,52,32
"ENSG00000270093",39,95,255,176,72,45,132,150,161,104,101,52,203,88,74,226,102,120,131,87
"ENSG00000239023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226580",10,9,24,7,12,9,9,24,12,11,4,8,8,6,5,15,8,7,9,8
"ENSG00000266195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000154639",1692,1727,920,1511,1671,1228,1058,1812,2339,1573,1175,1683,2504,542,2817,3111,683,1869,1756,1965
"ENSG00000232260",6,0,0,3,0,0,0,0,2,0,0,5,0,1,2,1,1,5,4,0
"ENSG00000200754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199962",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000154640",2187,1645,1534,2030,1882,1752,1299,1317,1492,1463,2164,895,3798,1562,3967,2616,1364,2511,1949,2647
"ENSG00000226956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240770",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000154642",428,613,958,896,419,596,456,1158,750,719,712,580,1061,748,781,863,663,791,693,842
"ENSG00000244676",3,2,1,2,0,4,1,7,0,7,5,1,2,4,0,3,5,0,0,1
"ENSG00000231755",0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,2,2,0,0
"ENSG00000221335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215369",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000154645",186,301,55,53,9,18,27,472,130,125,70,331,73,64,261,23,497,103,80,27
"ENSG00000227330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000154646",0,0,4,2,0,0,2,2,0,5,0,0,4,0,0,4,2,2,0,0
"ENSG00000228708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000230233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198618",242,307,215,389,207,184,163,197,208,197,214,320,373,293,622,483,178,562,319,334
"ENSG00000232193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000229289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000226818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229336",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"ENSG00000251851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234439",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000233206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224924",0,0,0,0,0,0,5,2,0,2,0,1,0,2,0,0,2,0,0,0
"ENSG00000215351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000154654",83,176,74,100,6,50,79,105,134,55,68,43,88,105,67,91,214,71,63,76
"ENSG00000226771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233997",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226043",0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000223488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219368",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000231058",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000223078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228592",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000223822",3,3,2,0,5,1,0,0,1,0,3,5,0,2,3,3,0,2,1,0
"ENSG00000237569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235564",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000226996",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237484",12,11,8,14,10,2,16,15,8,14,6,0,6,41,3,2,10,22,4,2
"ENSG00000226983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223870",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222042",2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213885",23,19,49,50,32,42,12,46,19,35,37,59,68,36,80,12,22,55,17,27
"ENSG00000185433",3,3,2,7,4,8,0,5,8,5,4,11,1,0,0,5,9,2,5,8
"ENSG00000238314",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229962",0,0,0,0,0,0,0,3,4,0,1,0,0,0,0,0,0,2,0,0
"ENSG00000234883",25,54,161,12,14,18,34,291,41,41,20,27,126,154,65,40,130,31,37,25
"ENSG00000260583",13,13,7,11,8,18,9,17,17,11,10,4,18,0,4,14,4,25,15,17
"ENSG00000154719",543,758,616,830,481,648,607,622,827,771,651,492,1216,775,1079,1340,532,1108,887,722
"ENSG00000154721",1883,3332,2462,1334,524,898,1134,3046,2709,1698,1828,3872,1448,1911,2073,2430,3218,1337,1512,1294
"ENSG00000237731",5,0,40,3,0,2,8,0,0,3,10,1,4,2,2,8,3,0,0,2
"ENSG00000227054",1,3,7,0,1,0,0,4,0,2,5,0,0,2,1,1,3,0,1,0
"ENSG00000154723",1554,2763,1596,2844,1702,2042,1979,2049,3139,2979,1625,1730,4551,2596,4192,5946,1506,4441,3379,2684
"ENSG00000154727",1623,2701,2808,3104,1761,2520,1839,2933,3099,2809,2773,1887,4914,2837,2761,3434,2196,3094,2756,2720
"ENSG00000235514",2,1,4,3,0,3,5,1,2,4,1,1,2,1,0,0,0,0,0,3
"ENSG00000142192",51468,66570,45506,65252,92568,62552,42302,65139,52683,68058,45462,76025,91362,33558,72993,71523,39365,89885,80645,68111
"ENSG00000233783",2,6,3,14,0,2,1,3,19,8,5,2,9,9,13,23,1,2,1,6
"ENSG00000251972",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224541",1,2,8,0,0,0,0,7,4,2,5,0,3,4,1,6,4,5,0,0
"ENSG00000273492",46,42,168,12,19,14,12,56,47,36,6,31,9,0,34,31,30,27,33,21
"ENSG00000206802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229025",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232692",11,11,12,55,9,44,14,58,25,25,26,21,34,53,21,19,16,3,18,40
"ENSG00000197934",4,1,1,20,2,6,11,21,4,8,10,15,13,40,18,14,0,10,7,6
"ENSG00000273115",0,1,4,0,2,1,3,0,4,0,1,0,2,0,0,0,2,0,1,0
"ENSG00000166265",1130,2353,1647,3000,696,1708,1910,3224,2413,2694,2726,3292,1544,3196,1374,3061,2254,2521,2559,2179
"ENSG00000154734",9873,14945,1876,14605,949,10756,19162,6793,15121,13052,11904,2195,21170,22250,8228,4587,13312,59859,7112,13779
"ENSG00000223563",1,1,11,7,2,0,5,1,2,12,3,0,42,13,1,19,4,25,4,1
"ENSG00000154736",824,1621,784,3125,1483,1796,1514,1858,2758,3227,2982,1705,3152,2285,2351,2345,1488,2566,1349,1626
"ENSG00000266133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
