"","GTEX.111VG.0526.SM.5N9BW","GTEX.11DXY.0426.SM.5H12R","GTEX.11EQ8.0826.SM.5N9FG","GTEX.11EQ9.0626.SM.5A5K1","GTEX.11NV4.0626.SM.5N9BR","GTEX.1211K.0726.SM.5FQUW","GTEX.131XF.1826.SM.5EGKG","GTEX.131YS.0726.SM.5P9G9","GTEX.13NZ9.1126.SM.5MR37","GTEX.14ABY.0926.SM.5Q5DY","GTEX.14AS3.0226.SM.5Q5B6","GTEX.14BMU.0226.SM.5S2QA","GTEX.PLZ4.1226.SM.2I5FE","GTEX.R55E.0826.SM.2TC5M","GTEX.R55G.0726.SM.2TC6J","GTEX.TKQ1.0126.SM.33HB3","GTEX.YFC4.2626.SM.5P9FQ","GTEX.YFCO.0326.SM.4W1ZP","GTEX.ZE7O.1126.SM.57WC8","GTEX.ZYY3.1926.SM.5GZXS"
"ENSG00000257329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139289",3058,6024,2385,4791,6860,3311,3426,3855,2652,12690,1987,5213,2787,3636,1127,10713,5715,3593,2665,2469
"ENSG00000257453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000187109",14122,11618,22629,15027,19624,16693,9789,18184,18433,22964,15692,11841,29209,14881,4798,26629,36849,16350,13719,18236
"ENSG00000257941",14,9,2,6,3,3,1,6,6,3,5,2,2,0,2,11,26,3,2,2
"ENSG00000258304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"ENSG00000257872",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257219",1,0,2,4,3,20,0,0,0,0,0,12,5,0,2,3,3,10,2,4
"ENSG00000223273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179941",732,797,907,928,924,688,595,1158,1221,1157,890,788,1279,669,253,1075,2297,1051,724,826
"ENSG00000091039",3039,2603,2118,3192,3045,2273,2003,2347,2787,3336,2187,2049,4154,1904,780,4080,4605,2622,2502,2483
"ENSG00000257526",1,5,2,2,5,7,7,15,4,15,1,0,9,6,0,11,6,8,7,2
"ENSG00000213272",2,0,3,2,2,1,0,10,15,0,2,5,4,2,2,4,6,4,1,3
"ENSG00000271142",0,1,0,3,2,1,0,2,2,3,0,0,0,0,0,0,0,0,0,1
"ENSG00000243071",4,3,4,3,4,3,5,3,4,8,0,0,15,8,2,4,5,6,5,4
"ENSG00000241045",2,0,0,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258090",2,1,0,2,0,2,0,9,3,12,4,0,7,2,0,4,1,3,5,0
"ENSG00000186908",3445,3862,4145,3887,4017,2818,2862,4554,3895,4232,3778,2312,5392,1933,894,6873,6526,4357,3164,2794
"ENSG00000175183",1192,1294,3510,2878,1491,1541,1290,1348,2157,2526,1305,1379,3167,1157,349,3504,2594,3830,1388,2029
"ENSG00000257910",0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"ENSG00000257199",0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0
"ENSG00000165891",60,1,68,12,105,0,0,18,94,23,17,40,4,14,14,14,196,14,14,14
"ENSG00000238769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231121",15,22,1,17,4,0,3,11,8,22,5,0,1,5,6,0,0,0,15,4
"ENSG00000257835",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000268519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258066",2,3,2,0,4,0,0,0,0,1,0,0,0,4,0,0,2,0,1,1
"ENSG00000067798",553,512,169,588,313,189,283,362,498,785,176,175,449,295,96,138,407,160,500,446
"ENSG00000258225",0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
"ENSG00000257220",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000258220",0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,13,0,0,0,0
"ENSG00000258084",0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000257879",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000257165",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000257948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000067715",54,123,33,121,70,52,72,46,142,165,37,33,97,63,39,169,96,50,101,54
"ENSG00000257191",0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ENSG00000257894",23,4,7,12,10,10,10,2,0,5,7,2,1,4,0,14,0,15,13,7
"ENSG00000238890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257604",0,0,2,1,2,1,0,0,0,0,0,1,2,0,0,0,2,0,0,0
"ENSG00000243714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"ENSG00000257474",0,0,2,5,4,3,5,1,3,0,2,2,2,1,0,4,0,8,0,2
"ENSG00000257956",0,1,5,6,5,4,8,4,3,1,4,1,15,7,6,11,2,8,2,3
"ENSG00000177425",6615,5169,4251,5068,4104,3888,3518,5042,4843,5875,5710,2227,7661,2453,935,8648,5335,6941,3103,3467
"ENSG00000258048",1,1,0,3,0,0,0,0,1,2,1,3,2,1,0,3,0,1,1,0
"ENSG00000058272",5389,8935,3608,6502,4651,3982,4147,5369,4643,6240,4074,3710,7237,3599,1618,9766,7577,5301,4665,4051
"ENSG00000269531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258044",6,18,0,1,5,7,2,6,1,6,14,3,7,0,2,3,9,5,4,2
"ENSG00000201942",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257557",20,29,24,21,14,23,13,46,29,57,16,14,56,27,3,24,37,14,25,20
"ENSG00000271496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239473",4,2,4,0,10,0,1,1,1,0,3,0,5,4,0,2,2,0,0,2
"ENSG00000238842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230291",2,7,15,0,3,4,5,5,2,9,3,2,29,9,3,10,16,5,5,8
"ENSG00000165899",50,48,35,37,123,28,20,39,37,31,28,15,40,16,0,25,53,26,15,40
"ENSG00000222880",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139304",998,323,1038,658,132,2159,977,730,988,445,1502,363,2322,338,153,1452,298,2644,156,647
"ENSG00000257786",1,0,0,0,0,4,0,2,1,0,2,0,0,0,0,1,0,2,0,0
"ENSG00000257429",3,2,0,4,0,2,4,2,0,0,4,4,8,2,0,2,1,12,0,0
"ENSG00000111046",2,4,0,2,6,6,2,0,1,4,2,10,14,7,3,4,5,2,0,15
"ENSG00000111049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257741",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000111052",1371,581,1304,1528,705,920,824,737,819,1140,768,865,1960,421,315,1907,1238,1337,483,739
"ENSG00000207763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258215",0,0,0,2,0,2,3,0,5,2,2,5,4,0,0,2,2,0,0,2
"ENSG00000208022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000111058",1250,1515,819,1514,984,1564,1280,1502,875,2935,1417,907,1862,915,314,2378,1528,2037,996,1200
"ENSG00000258026",0,1,1,1,2,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0
"ENSG00000265227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139220",206,306,146,146,52,113,165,146,269,354,85,106,168,161,39,445,204,98,478,324
"ENSG00000257467",2,12,0,2,4,1,5,2,5,10,2,3,4,2,0,9,7,2,1,4
"ENSG00000258162",0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000258375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258193",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000133773",939,1006,1627,1173,1181,1110,861,1229,1139,1449,863,732,1477,822,240,1831,1542,1323,880,908
"ENSG00000221260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000127720",418,444,294,475,512,343,365,536,459,548,391,261,486,272,77,734,563,661,333,276
"ENSG00000257875",2,2,3,19,2,10,10,12,8,7,5,6,11,0,4,8,16,1,0,0
"ENSG00000258170",0,1,0,2,4,0,0,0,3,0,1,2,0,0,0,1,13,0,0,0
"ENSG00000257837",0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000257431",25,2,0,4,18,6,8,8,14,12,5,0,6,19,2,4,16,4,2,0
"ENSG00000179104",1109,826,1330,1453,893,1059,1225,2198,1666,1548,2230,1385,3889,770,319,3700,1930,1820,939,1016
"ENSG00000252220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213270",0,0,0,1,1,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0
"ENSG00000258338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257124",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000257296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000072041",66,42,46,68,0,52,32,52,52,71,15,8,195,21,4,37,5,64,98,44
"ENSG00000258073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231738",7,11,36,9,16,13,11,45,18,42,19,8,40,7,0,33,19,28,27,2
"ENSG00000133640",171,163,375,169,162,196,161,247,90,236,138,91,408,332,52,295,139,232,168,65
"ENSG00000269916",24,13,48,32,30,30,24,30,21,46,42,14,48,37,4,42,47,48,20,9
"ENSG00000180318",0,18,8,4,2,2,8,2,8,2,2,0,6,4,0,1,0,2,4,6
"ENSG00000258815",0,0,0,0,2,0,0,1,0,0,0,0,0,2,1,0,3,0,0,0
"ENSG00000257855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198774",218,321,191,313,218,127,180,374,442,447,284,153,231,282,59,387,242,166,348,190
"ENSG00000133636",32,185,30,46,11,6,21,36,120,40,236,28,8,66,2,15,32,16,132,31
"ENSG00000258178",23,58,89,121,43,30,72,56,118,199,108,53,86,28,5,121,55,91,30,23
"ENSG00000182050",302,355,428,734,376,313,498,337,417,1025,522,448,509,297,71,965,329,809,249,169
"ENSG00000257897",0,0,0,6,3,0,4,2,2,5,2,1,2,2,0,0,1,1,0,0
"ENSG00000264077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258128",0,0,14,0,17,2,2,1,1,6,1,5,5,0,0,6,21,2,4,2
"ENSG00000257912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000165805",2,0,8,4,0,4,2,3,2,1,2,2,4,0,0,9,6,0,2,2
"ENSG00000133641",680,665,957,900,730,645,649,637,726,1255,816,551,901,556,135,1319,1016,1225,698,524
"ENSG00000198707",2078,1898,5956,2174,3391,1442,1429,3051,2994,2519,2677,1155,4378,1794,447,3355,4076,1527,1804,1836
"ENSG00000252747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000257752",11,13,26,11,24,14,22,34,12,14,26,9,31,4,2,9,19,10,6,10
"ENSG00000139324",1135,1248,1004,1490,997,1090,876,1083,1072,1918,1303,753,1273,815,192,2031,1417,1719,898,628
"ENSG00000199245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000049130",2564,1963,822,1674,1324,501,869,1788,1781,4056,785,590,1459,2490,185,1573,1139,730,2453,1014
"ENSG00000252850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000246363",12,2,2,0,15,0,0,6,4,3,14,0,10,0,2,2,28,0,4,8
"ENSG00000257629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257156",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000238302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139318",3895,2422,1910,2373,2962,1523,1131,3670,1667,3987,2131,1779,6328,3280,674,3269,2593,2873,3848,4495
"ENSG00000271327",360,273,458,319,235,202,188,365,479,232,468,195,626,139,92,463,453,390,147,215
"ENSG00000271259",97,95,185,43,84,35,33,128,146,73,151,24,189,81,20,85,140,181,59,77
"ENSG00000139323",741,870,1098,746,1048,566,468,1041,1037,1325,761,550,1533,685,194,1067,1608,1069,953,1039
"ENSG00000226982",2,2,1,1,2,3,1,2,0,5,2,0,8,0,0,3,10,2,2,0
"ENSG00000257594",499,602,433,591,825,275,302,548,690,792,412,556,496,469,162,779,1462,679,403,504
"ENSG00000270344",32,24,82,34,36,25,33,40,65,41,53,42,75,39,9,34,73,38,25,43
"ENSG00000258302",248,103,25,116,190,169,116,216,159,141,68,89,145,49,39,222,267,166,38,45
"ENSG00000070961",2181,2437,1850,2680,4178,1562,1476,3004,3235,3145,1845,2096,2673,1828,991,3704,6036,2782,2027,2163
"ENSG00000266347",4,0,0,3,5,1,0,3,5,1,0,2,0,0,1,5,5,3,0,1
"ENSG00000271614",186,244,128,145,428,119,86,331,264,394,181,84,241,219,51,167,567,355,173,281
"ENSG00000252207",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257480",0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,0,4,0,0
"ENSG00000252823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258216",0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,2,0,0,1
"ENSG00000258290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257725",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257194",2,0,0,2,18,0,2,2,0,4,2,2,2,1,4,0,20,3,3,4
"ENSG00000258183",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197651",0,1,8,0,0,0,6,2,0,0,3,1,0,1,0,1,0,0,0,1
"ENSG00000196243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"ENSG00000083782",44,8,2,2,12,0,0,0,2,0,8,4,0,4,0,0,12,2,0,2
"ENSG00000139330",24,0,3,0,6,0,0,0,0,2,4,6,0,0,2,0,4,1,0,0
"ENSG00000139329",11680,12131,12100,11353,11215,2479,3195,10357,14376,13153,2462,6632,24125,6358,3375,11539,8949,4804,16817,10067
"ENSG00000011465",66057,87695,58335,92956,25681,40355,69348,36680,55885,83215,31612,33184,47283,64422,14258,110474,24385,45404,95124,48413
"ENSG00000258148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258100",14,14,5,0,1,4,7,2,9,7,0,4,4,6,0,6,5,0,7,4
"ENSG00000258125",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000258224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000257893",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000257863",0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000257242",39,14,25,32,161,27,19,99,57,12,50,137,43,6,118,108,324,12,46,162
"ENSG00000133639",8030,4398,5962,4791,10487,3059,2492,7104,6696,6888,4947,6655,8367,3523,3429,6475,17885,4432,7120,11557
"ENSG00000245904",134,16,17,22,438,12,6,90,117,41,43,130,26,11,82,32,458,14,72,127
"ENSG00000239201",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000199895",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205057",0,0,2,0,43,0,0,0,4,1,2,0,0,0,0,2,24,0,0,2
"ENSG00000257127",16,0,2,2,10,0,0,6,6,6,4,0,2,2,2,0,9,18,12,2
"ENSG00000205056",80,4,62,2,1572,3,6,248,1145,58,118,543,23,2,357,12,2059,2,18,523
"ENSG00000258262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0
"ENSG00000238865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214215",2,1,0,0,53,0,2,6,12,2,6,13,0,0,15,0,39,0,0,16
"ENSG00000187510",10,2,10,0,98,0,4,32,59,2,27,51,0,0,23,1,290,0,3,85
"ENSG00000102189",1817,2318,1404,2319,2008,1516,1392,1685,1833,2623,1399,1317,2099,1424,485,2917,2486,1870,1698,1405
"ENSG00000258012",2,10,4,5,5,3,7,4,3,4,3,3,4,3,0,28,10,5,2,2
"ENSG00000257195",1,3,0,4,4,0,2,7,6,5,2,2,4,0,2,2,6,4,1,5
"ENSG00000202534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257345",7,1,0,0,32,2,0,7,2,4,9,6,0,0,8,0,42,0,1,3
"ENSG00000257322",5,7,5,2,20,1,0,3,7,10,0,2,4,4,7,3,36,3,11,6
"ENSG00000207365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256393",0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"ENSG00000257746",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000221617",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000257210",6,8,7,1,25,4,0,5,7,2,0,4,2,4,5,2,53,1,3,9
"ENSG00000258171",0,0,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,1,5,2
"ENSG00000238361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257512",0,0,2,0,2,1,0,2,0,0,2,2,6,0,0,1,9,1,2,0
"ENSG00000257252",2,7,0,10,18,5,3,11,4,10,17,6,7,2,0,13,16,8,5,9
"ENSG00000239073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173598",1303,3158,2242,3304,2498,2248,1989,2255,2384,3993,1378,2093,2596,1872,690,5527,4020,2989,2793,2224
"ENSG00000177889",2433,2977,2376,4295,4097,2075,2579,2438,3070,3528,2059,2676,2102,1989,879,6186,5445,5243,2207,2315
"ENSG00000200011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198015",1087,1498,1212,1591,1318,1090,899,1115,1158,2131,942,885,1069,930,258,2670,1739,2160,1121,1204
"ENSG00000243015",19,15,29,31,26,17,26,34,31,28,28,14,31,9,11,44,52,41,19,15
"ENSG00000258271",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000246985",394,550,410,329,352,137,121,642,714,316,201,272,448,311,120,394,737,289,366,533
"ENSG00000120833",2080,3290,1290,3089,1678,1320,1529,3081,3068,2370,1080,1704,2054,2216,592,4352,2639,2231,2102,2407
"ENSG00000186076",6,4,5,16,4,15,4,5,2,12,0,3,11,8,13,16,5,16,6,8
"ENSG00000169372",450,540,336,612,380,342,419,504,511,562,328,468,541,378,125,715,536,815,352,453
"ENSG00000258274",8,41,22,54,12,10,51,16,15,9,11,18,91,56,11,20,16,27,38,40
"ENSG00000264978",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
"ENSG00000258303",0,0,5,5,6,1,5,5,5,0,5,1,0,4,1,13,9,4,1,3
"ENSG00000257283",0,2,2,5,11,0,2,5,3,11,2,5,11,3,1,10,6,6,0,6
"ENSG00000271382",38,16,17,22,16,21,21,33,28,16,45,22,60,6,6,28,34,24,12,20
"ENSG00000223126",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257360",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000136040",2580,625,1531,457,1853,231,325,1436,2332,725,1109,1175,1532,955,414,629,4371,406,1734,1711
"ENSG00000258035",3,0,0,0,2,0,0,2,1,0,0,6,0,0,0,0,3,0,1,0
"ENSG00000258172",4,2,0,6,3,6,1,4,9,2,4,1,3,3,0,10,8,0,3,0
"ENSG00000258365",94,81,26,127,113,66,60,86,54,18,27,33,29,42,23,190,125,89,52,72
"ENSG00000173588",1043,1289,781,1171,1573,1066,547,1433,1039,1452,921,708,1064,780,255,2127,1789,1108,1014,1015
"ENSG00000244391",1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,4,1,0,0,0
"ENSG00000213250",4,3,18,10,8,4,3,12,12,8,12,5,29,3,5,19,17,8,12,14
"ENSG00000257400",0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1
"ENSG00000244091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258357",3,0,4,5,4,2,2,4,0,3,4,0,9,3,1,1,4,1,2,5
"ENSG00000236349",23,5,4,3,2,13,4,10,0,11,6,2,13,10,5,16,5,5,6,11
"ENSG00000266099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000057704",908,1461,1437,1099,1015,1332,1296,2117,1530,2080,1117,667,2952,1644,466,2240,1293,1645,1167,1483
"ENSG00000257847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000216306",0,2,0,0,1,3,0,3,0,4,2,3,8,0,0,1,3,11,1,2
"ENSG00000184752",1375,1856,1423,2318,1396,1610,1400,1497,1752,2300,982,1349,1680,1061,353,2973,1984,4233,1141,1590
"ENSG00000120798",2703,1830,2084,3266,2881,3400,3172,2891,3393,2450,3485,1630,4332,1776,804,6202,3538,5093,1654,1994
"ENSG00000180263",1517,1584,1511,1777,2184,1159,1352,2242,2028,2828,1762,1138,2788,1557,413,2587,3366,1646,1277,1068
"ENSG00000257121",4,1,0,2,1,2,1,2,0,6,1,0,2,0,0,0,2,0,2,0
"ENSG00000237774",2,4,1,0,7,0,6,2,1,2,0,0,3,3,0,1,3,3,0,0
"ENSG00000028203",4077,4913,3075,5138,5306,4244,3021,7128,3877,7453,3692,3117,5254,3847,905,8394,5848,7057,3455,3352
"ENSG00000202470",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257666",4,6,0,0,6,0,0,3,3,2,0,0,3,1,0,1,6,0,0,2
"ENSG00000212535",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000199172",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"ENSG00000265917",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258247",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000258313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257583",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000241556",2,3,5,8,3,5,6,16,8,1,5,4,12,12,5,24,7,6,2,13
"ENSG00000111142",2279,2550,3332,3875,3367,3420,2392,3070,3018,4292,2423,2710,5419,2623,985,7126,5205,4538,2496,2896
"ENSG00000136014",107,104,207,206,144,203,177,284,230,219,341,125,422,150,49,368,260,408,97,156
"ENSG00000212448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257150",12,22,8,12,3,5,2,13,10,11,8,1,26,5,1,7,12,2,18,24
"ENSG00000074527",2359,5090,1567,2634,875,1404,1781,2666,1929,2600,1836,994,5368,2828,411,1938,1227,1552,4003,3038
"ENSG00000199506",0,0,0,0,0,0,0,1,0,0,0,1,26,0,0,0,0,0,1,0
"ENSG00000258343",0,3,2,2,0,2,1,16,0,0,1,5,336,0,6,2,2,3,13,25
"ENSG00000258292",0,0,0,0,0,0,0,2,0,0,0,0,12,0,2,0,0,0,1,3
